"","X","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"40027",40027,29496,"Íbúðareign",45.6,0,1,1,80,"Hlíðar"
"40028",40028,32649,"Íbúðareign",65.3,0,1,1,630,"Hafnarfjörður - Vellir"
"40029",40029,41489,"Íbúðareign",94.5,1,4,2,600,"Hafnarfjörður"
"40030",40030,32649,"Íbúðareign",65.3,0,1,1,630,"Hafnarfjörður - Vellir"
"40031",40031,33038,"Íbúðareign",66.3,0,1,1,630,"Hafnarfjörður - Vellir"
"40032",40032,34993,"Íbúðareign",99.9,0,3,1,620,"Hafarfjörður: Hvaleyrarholt"
"40033",40033,37971,"Íbúðareign",82.6,0,2,1,100,"Laugarneshverfi/Vogar"
"40034",40034,31893,"Íbúðareign",86.9,0,3,1,200,"Árbær"
"40035",40035,27493,"Íbúðareign",115.6,0,4,1,8010,"Selfoss"
"40036",40036,27446,"Íbúðareign",120.3,0,3,1,8200,"Vestmannaeyjar"
"40037",40037,57733,"Íbúðareign",126.4,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"40038",40038,23472,"Einbýlishús",63.2,0,2,1,8110,"Eyrarbakki"
"40039",40039,38558,"Íbúðareign",108.2,0,3,2,100,"Laugarneshverfi/Vogar"
"40040",40040,23325,"Íbúðareign",41,0,1,0,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40041",40041,27775,"Íbúðareign",47.7,0,1,1,100,"Laugarneshverfi/Vogar"
"40042",40042,39459,"Íbúðareign",100.9,0,3,1,100,"Laugarneshverfi/Vogar"
"40043",40043,41840,"Raðhús",107.7,0,4,1,800,"Mosfellsbær"
"40044",40044,34972,"Íbúðareign",64.1,0,1,1,511,"Garðabær: Akrahverfi"
"40045",40045,36739,"Íbúðareign",91.4,1,2,1,680,"Hafnarfjörður - Börð"
"40046",40046,26986,"Íbúðareign",55,0,1,1,100,"Laugarneshverfi/Vogar"
"40047",40047,32891,"Íbúðareign",89.4,0,3,1,170,"Neðra-Breiðholt"
"40048",40048,41443,"Íbúðareign",130.7,0,3,1,160,"Hólar, Berg"
"40049",40049,57463,"Parhús",200.8,0,3,1,650,"Hafnarfjörður - Setberg"
"40050",40050,34870,"Íbúðareign",82.8,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40051",40051,34986,"Íbúðareign",77.2,0,2,1,300,"Kópavogur: Vesturbær"
"40052",40052,70700,"Einbýlishús",214.2,0,6,2,640,"Hafnarfjörður - Ásland"
"40053",40053,31351,"Íbúðareign",69.5,0,1,1,700,"Garðarbær: Álftanes"
"40054",40054,34972,"Raðhús",112.5,0,2,1,3000,"Akranes"
"40055",40055,36362,"Raðhús",142.2,0,4,1,3000,"Akranes"
"40056",40056,31425,"Íbúðareign",118.6,0,3,1,3000,"Akranes"
"40057",40057,36293,"Einbýlishús",168,0,4,2,3000,"Akranes"
"40058",40058,40396,"Íbúðareign",100.5,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40059",40059,34874,"Íbúðareign",84.5,0,2,1,100,"Laugarneshverfi/Vogar"
"40060",40060,34633,"Einbýlishús",114.5,0,3,2,6030,"Akureyri: Efri brekka"
"40061",40061,30325,"Íbúðareign",84.4,0,2,1,6010,"Akureyri: Naustahverfi"
"40062",40062,38987,"Einbýlishús",156,0,6,1,6040,"Akureyri: Glerárhverfi"
"40063",40063,54975,"Einbýlishús",267.9,0,8,2,6040,"Akureyri: Glerárhverfi"
"40064",40064,32787,"Íbúðareign",76.9,0,1,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"40065",40065,64175,"Parhús",162.1,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"40066",40066,59446,"Íbúðareign",123.7,0,3,1,350,"Kópavogur: Hvörf, Þing"
"40067",40067,37979,"Íbúðareign",102.6,0,3,1,91,"Háaleiti/Skeifa"
"40068",40068,40786,"Íbúðareign",104.1,0,3,1,650,"Hafnarfjörður - Setberg"
"40069",40069,31128,"Íbúðareign",76.6,0,1,1,600,"Hafnarfjörður"
"40070",40070,54706,"Íbúðareign",130.2,0,5,1,100,"Laugarneshverfi/Vogar"
"40071",40071,41754,"Íbúðareign",108.6,1,2,1,6010,"Akureyri: Naustahverfi"
"40072",40072,20143,"Íbúðareign",108.4,0,4,2,2030,"Garður"
"40073",40073,18495,"Íbúðareign",62.1,0,1,1,2050,"Keflavík"
"40074",40074,43335,"Íbúðareign",88.6,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40075",40075,33193,"Íbúðareign",55.2,1,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40076",40076,41909,"Íbúðareign",114.4,0,0,1,620,"Hafarfjörður: Hvaleyrarholt"
"40077",40077,32967,"Íbúðareign",80.4,0,2,1,220,"Selás"
"40078",40078,42163,"Íbúðareign",97.5,0,2,1,280,"Fossvogur"
"40079",40079,37275,"Íbúðareign",95.8,1,2,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40080",40080,27438,"Íbúðareign",59.3,0,1,1,170,"Neðra-Breiðholt"
"40081",40081,26997,"Íbúðareign",51.4,0,1,1,600,"Hafnarfjörður"
"40082",40082,51954,"Íbúðareign",119,1,4,1,640,"Hafnarfjörður - Ásland"
"40083",40083,31473,"Íbúðareign",66.1,0,1,1,630,"Hafnarfjörður - Vellir"
"40084",40084,30282,"Íbúðareign",50,0,2,1,90,"Holt/Tún"
"40085",40085,29887,"Íbúðareign",55.9,0,1,1,80,"Hlíðar"
"40086",40086,34941,"Íbúðareign",84.9,0,2,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"40087",40087,27920,"Íbúðareign",58,0,1,1,680,"Hafnarfjörður - Börð"
"40088",40088,20440,"Einbýlishús",269,0,8,1,7120,"Seyðisfjörður"
"40089",40089,29296,"Raðhús",78.5,0,2,1,2040,"Njarðvík"
"40090",40090,28943,"Íbúðareign",51.8,0,1,1,600,"Hafnarfjörður"
"40091",40091,67548,"Íbúðareign",133.2,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40092",40092,52065,"Íbúðareign",117.8,1,2,1,181,"Úlfarsárdalur"
"40093",40093,15096,"Íbúðareign",24.1,0,1,0,100,"Laugarneshverfi/Vogar"
"40094",40094,60962,"Parhús",181.2,0,3,1,340,"Kópavogur: Lindir, Salir"
"40095",40095,20099,"Raðhús",90.4,0,2,1,5110,"Sauðárkrókur"
"40096",40096,39679,"Íbúðareign",97.3,0,3,2,320,"Kópavogur: Austurbær"
"40097",40097,62373,"Raðhús",146,0,4,1,270,"Norðlingaholt"
"40098",40098,53560,"Íbúðareign",135.3,0,5,1,284,"Bústaðahverfi"
"40099",40099,92423,"Einbýlishús",201.8,0,4,2,351,"Kópavogur: Kórar"
"40100",40100,51472,"Íbúðareign",115.8,0,3,1,340,"Kópavogur: Lindir, Salir"
"40101",40101,59602,"Íbúðareign",140.4,1,4,1,181,"Úlfarsárdalur"
"40102",40102,29959,"Íbúðareign",51.5,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"40103",40103,47485,"Íbúðareign",103.2,1,2,1,550,"Garðabær: Urriðaholt"
"40104",40104,39128,"Íbúðareign",96.1,0,4,1,100,"Laugarneshverfi/Vogar"
"40105",40105,50045,"Íbúðareign",132.7,1,2,1,351,"Kópavogur: Kórar"
"40106",40106,27821,"Íbúðareign",52.7,0,1,1,220,"Selás"
"40107",40107,21820,"Íbúðareign",54.5,0,1,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"40108",40108,45778,"Íbúðareign",116.9,1,2,1,180,"Grafarholt"
"40109",40109,35990,"Íbúðareign",74.4,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"40110",40110,62517,"Raðhús",146,0,4,1,270,"Norðlingaholt"
"40111",40111,47309,"Íbúðareign",105,1,3,1,510,"Garðabær: Sjáland"
"40112",40112,38697,"Íbúðareign",80,0,3,1,280,"Fossvogur"
"40113",40113,33360,"Íbúðareign",43.9,0,1,1,90,"Holt/Tún"
"40114",40114,39737,"Íbúðareign",82.3,1,2,1,91,"Háaleiti/Skeifa"
"40115",40115,35956,"Íbúðareign",86.8,0,3,1,150,"Seljahverfi"
"40116",40116,114688,"Íbúðareign",157.7,1,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40117",40117,38552,"Íbúðareign",65.5,0,1,1,85,"Kringlan"
"40118",40118,58060,"Íbúðareign",175.6,1,4,1,351,"Kópavogur: Kórar"
"40119",40119,51330,"Íbúðareign",95.9,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40120",40120,31353,"Íbúðareign",113.6,0,2,1,3000,"Akranes"
"40121",40121,22500,"Einbýlishús",113.7,0,4,1,8170,"Hvolsvöllur"
"40122",40122,15490,"Íbúðareign",71.9,0,3,1,2050,"Keflavík"
"40123",40123,44483,"Einbýlishús",211,0,3,2,2020,"Sandgerði"
"40124",40124,70791,"Íbúðareign",118.1,0,3,2,70,"Melar: Að sjó"
"40125",40125,41278,"Íbúðareign",106.2,1,2,1,810,"Mosfellsbær: Teigar, Krikar"
"40126",40126,30570,"Íbúðareign",59,0,1,1,100,"Laugarneshverfi/Vogar"
"40127",40127,48199,"Íbúðareign",109.9,0,3,2,72,"Hagar/Melar vestan Hofsvallagötu"
"40128",40128,28000,"Einbýlishús",247.3,0,2,1,3020,"Borgarnes"
"40129",40129,30409,"Einbýlishús",129.8,0,5,1,6130,"Ólafsfjörður"
"40130",40130,25353,"Íbúðareign",69.9,1,1,1,6030,"Akureyri: Efri brekka"
"40131",40131,13352,"Raðhús",84,0,2,1,6130,"Ólafsfjörður"
"40132",40132,35536,"Íbúðareign",87,0,3,1,6010,"Akureyri: Naustahverfi"
"40133",40133,35337,"Íbúðareign",87,0,3,1,6010,"Akureyri: Naustahverfi"
"40134",40134,27184,"Íbúðareign",91.2,0,2,1,6080,"Akureyri: Giljahverfi"
"40135",40135,117081,"Einbýlishús",224.6,0,4,4,280,"Fossvogur"
"40136",40136,50450,"Íbúðareign",104.2,1,2,1,320,"Kópavogur: Austurbær"
"40137",40137,26486,"Íbúðareign",73.2,0,2,1,160,"Hólar, Berg"
"40138",40138,44586,"Íbúðareign",133.6,0,3,1,600,"Hafnarfjörður"
"40139",40139,58802,"Einbýlishús",166.5,0,6,1,600,"Hafnarfjörður"
"40140",40140,57712,"Íbúðareign",145.1,0,3,1,550,"Garðabær: Urriðaholt"
"40141",40141,57273,"Íbúðareign",145.1,0,3,1,550,"Garðabær: Urriðaholt"
"40142",40142,26994,"Íbúðareign",52.6,0,1,1,320,"Kópavogur: Austurbær"
"40143",40143,32682,"Íbúðareign",66.3,0,1,1,630,"Hafnarfjörður - Vellir"
"40144",40144,40766,"Íbúðareign",46.6,0,4,2,340,"Kópavogur: Lindir, Salir"
"40145",40145,38600,"Íbúðareign",102.7,0,3,1,640,"Hafnarfjörður - Ásland"
"40146",40146,49972,"Íbúðareign",102.9,2,2,1,90,"Holt/Tún"
"40147",40147,31859,"Íbúðareign",98.2,0,3,1,160,"Hólar, Berg"
"40148",40148,24992,"Íbúðareign",44.8,0,1,1,600,"Hafnarfjörður"
"40149",40149,31533,"Íbúðareign",63,0,1,1,650,"Hafnarfjörður - Setberg"
"40150",40150,46871,"Íbúðareign",69,0,2,3,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40151",40151,19914,"Einbýlishús",125,0,4,1,8015,"Ölfushreppur"
"40152",40152,37946,"Einbýlishús",366.4,0,8,2,3000,"Akranes"
"40153",40153,29938,"Íbúðareign",93.4,0,2,1,2050,"Keflavík"
"40154",40154,56465,"Einbýlishús",156.5,0,5,1,320,"Kópavogur: Austurbær"
"40155",40155,40948,"Íbúðareign",71.7,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40156",40156,28364,"Einbýlishús",128.5,0,3,1,6140,"Dalvík"
"40157",40157,54535,"Raðhús",173.7,0,5,1,6080,"Akureyri: Giljahverfi"
"40158",40158,14990,"Íbúðareign",62.6,0,2,1,2040,"Njarðvík"
"40159",40159,39851,"Einbýlishús",139.3,0,4,1,2050,"Keflavík"
"40160",40160,41000,"Parhús",100.6,0,3,1,2050,"Keflavík"
"40161",40161,35849,"Íbúðareign",78.8,0,3,1,100,"Laugarneshverfi/Vogar"
"40162",40162,47399,"Íbúðareign",106,0,3,1,300,"Kópavogur: Vesturbær"
"40163",40163,52732,"Íbúðareign",136.7,0,3,1,350,"Kópavogur: Hvörf, Þing"
"40164",40164,13082,"Einbýlishús",114.1,0,3,1,4170,"Þingeyri"
"40165",40165,28677,"Íbúðareign",84.7,0,2,1,160,"Hólar, Berg"
"40166",40166,37621,"Íbúðareign",108.9,0,3,1,200,"Árbær"
"40167",40167,15838,"Einbýlishús",105.1,0,4,1,4020,"Patreksfjörður"
"40168",40168,29393,"Íbúðareign",62.9,0,1,1,180,"Grafarholt"
"40169",40169,57929,"Íbúðareign",115.6,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40170",40170,39390,"Íbúðareign",81,0,2,1,70,"Melar: Að sjó"
"40171",40171,50641,"Íbúðareign",109,1,2,1,350,"Kópavogur: Hvörf, Þing"
"40172",40172,39598,"Íbúðareign",83.3,1,1,1,350,"Kópavogur: Hvörf, Þing"
"40173",40173,53124,"Íbúðareign",113.7,1,2,1,350,"Kópavogur: Hvörf, Þing"
"40174",40174,44994,"Íbúðareign",104.1,1,2,1,350,"Kópavogur: Hvörf, Þing"
"40175",40175,67523,"Íbúðareign",164.1,0,5,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"40176",40176,35928,"Íbúðareign",107.2,0,2,1,160,"Hólar, Berg"
"40177",40177,34757,"Íbúðareign",66.5,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40178",40178,28864,"Íbúðareign",67.3,0,1,1,600,"Hafnarfjörður"
"40179",40179,75954,"Íbúðareign",113.4,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40180",40180,37282,"Íbúðareign",75.6,1,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40181",40181,35631,"Íbúðareign",84.3,1,2,1,180,"Grafarholt"
"40182",40182,29859,"Raðhús",97.6,0,3,1,6030,"Akureyri: Efri brekka"
"40183",40183,19347,"Íbúðareign",106.7,0,3,2,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"40184",40184,16500,"Íbúðareign",75,0,1,2,2050,"Keflavík"
"40185",40185,15000,"Íbúðareign",90.9,0,3,1,2050,"Keflavík"
"40186",40186,13574,"Íbúðareign",95.8,0,2,1,2050,"Keflavík"
"40187",40187,42968,"Íbúðareign",86.1,0,2,1,400,"Seltjarnarnes"
"40188",40188,36625,"Einbýlishús",221.5,0,5,2,2010,"Vogar"
"40189",40189,11000,"Raðhús",103.6,0,3,1,2030,"Garður"
"40190",40190,31930,"Íbúðareign",113.3,0,3,1,2040,"Njarðvík"
"40191",40191,24091,"Íbúðareign",107.2,0,2,2,2050,"Keflavík"
"40192",40192,25200,"Einbýlishús",133.7,0,6,1,2030,"Garður"
"40193",40193,34291,"Íbúðareign",77.1,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40194",40194,36864,"Íbúðareign",109.5,0,4,1,320,"Kópavogur: Austurbær"
"40195",40195,37274,"Íbúðareign",60.7,0,2,1,90,"Holt/Tún"
"40196",40196,249289,"Fjölbýlishús",331.6,0,10,5,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"40197",40197,38107,"Íbúðareign",101.9,0,3,1,630,"Hafnarfjörður - Vellir"
"40198",40198,38049,"Íbúðareign",82.1,0,2,1,600,"Hafnarfjörður"
"40199",40199,38376,"Íbúðareign",108.5,0,3,1,600,"Hafnarfjörður"
"40200",40200,117932,"Raðhús",260.6,0,4,3,400,"Seltjarnarnes"
"40201",40201,25474,"Íbúðareign",57.7,0,1,1,161,"Fell"
"40202",40202,42783,"Íbúðareign",212.6,0,4,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40203",40203,29989,"Íbúðareign",39.9,0,2,1,100,"Laugarneshverfi/Vogar"
"40204",40204,34454,"Íbúðareign",100.9,0,4,1,170,"Neðra-Breiðholt"
"40205",40205,31816,"Íbúðareign",64.5,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40206",40206,44486,"Íbúðareign",102.4,0,1,1,550,"Garðabær: Urriðaholt"
"40207",40207,35690,"Íbúðareign",76.6,0,2,1,630,"Hafnarfjörður - Vellir"
"40208",40208,38752,"Íbúðareign",92.9,1,2,1,270,"Norðlingaholt"
"40209",40209,28800,"Íbúðareign",132.3,0,4,1,6040,"Akureyri: Glerárhverfi"
"40210",40210,29402,"Íbúðareign",153,0,3,1,6030,"Akureyri: Efri brekka"
"40211",40211,15000,"Íbúðareign",67.8,0,2,1,6030,"Akureyri: Efri brekka"
"40212",40212,37580,"Íbúðareign",201.6,0,4,2,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"40213",40213,28500,"Raðhús",99.8,0,4,1,6040,"Akureyri: Glerárhverfi"
"40214",40214,42311,"Einbýlishús",113.1,0,3,3,6040,"Akureyri: Glerárhverfi"
"40215",40215,20290,"Parhús",129.4,0,3,1,6210,"Húsavík"
"40216",40216,24131,"Íbúðareign",84,0,1,2,2050,"Keflavík"
"40217",40217,36772,"Einbýlishús",243.3,0,9,0,2040,"Njarðvík"
"40218",40218,28485,"Parhús",112.2,0,3,1,2030,"Garður"
"40219",40219,13350,"Íbúðareign",59.9,0,1,1,2050,"Keflavík"
"40220",40220,85001,"Einbýlishús",160,0,2,2,400,"Seltjarnarnes"
"40221",40221,62163,"Raðhús",128.1,0,5,1,800,"Mosfellsbær"
"40222",40222,23134,"Íbúðareign",44.6,0,1,1,90,"Holt/Tún"
"40223",40223,28640,"Íbúðareign",66.4,0,4,2,160,"Hólar, Berg"
"40224",40224,15764,"Íbúðareign",90.5,0,3,1,7110,"Egilsstaðir"
"40225",40225,23988,"Einbýlishús",177,0,6,1,7100,"Fellabær"
"40226",40226,34013,"Íbúðareign",79.4,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40227",40227,69200,"Einbýlishús",176.7,0,4,3,650,"Hafnarfjörður - Setberg"
"40228",40228,38794,"Íbúðareign",88.8,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40229",40229,33157,"Íbúðareign",77.5,0,1,1,630,"Hafnarfjörður - Vellir"
"40230",40230,38251,"Íbúðareign",81.4,0,2,1,100,"Laugarneshverfi/Vogar"
"40231",40231,61685,"Einbýlishús",167.6,0,4,1,340,"Kópavogur: Lindir, Salir"
"40232",40232,63727,"Einbýlishús",158.5,0,3,2,650,"Hafnarfjörður - Setberg"
"40233",40233,28887,"Íbúðareign",86.9,0,2,2,320,"Kópavogur: Austurbær"
"40234",40234,36996,"Íbúðareign",84.7,0,2,1,281,"Réttarholt"
"40235",40235,25325,"Einbýlishús",115.2,0,4,1,6170,"Svalbarðseyri"
"40236",40236,3000,"Íbúðareign",38.1,0,1,1,6130,"Ólafsfjörður"
"40237",40237,38508,"Einbýlishús",144.1,0,4,1,2050,"Keflavík"
"40238",40238,101866,"Einbýlishús",229.2,0,4,3,100,"Laugarneshverfi/Vogar"
"40239",40239,30494,"Íbúðareign",69.6,0,2,1,220,"Selás"
"40240",40240,84406,"Einbýlishús",247.6,0,5,2,640,"Hafnarfjörður - Ásland"
"40241",40241,43579,"Íbúðareign",101.4,1,3,1,110,"Bryggjuhverfi"
"40242",40242,40483,"Íbúðareign",82.9,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40243",40243,30302,"Einbýlishús",210.1,0,7,2,3100,"Ólafsvík"
"40244",40244,15139,"Íbúðareign",95.6,0,3,1,3020,"Borgarnes"
"40245",40245,10979,"Íbúðareign",72.2,0,2,1,6140,"Dalvík"
"40246",40246,54972,"Einbýlishús",241.2,0,5,3,6030,"Akureyri: Efri brekka"
"40247",40247,51005,"Einbýlishús",122.5,0,4,1,6010,"Akureyri: Naustahverfi"
"40248",40248,18562,"Íbúðareign",68.8,0,1,1,6040,"Akureyri: Glerárhverfi"
"40249",40249,36080,"Íbúðareign",121.5,1,3,1,6030,"Akureyri: Efri brekka"
"40250",40250,13286,"Íbúðareign",46.9,0,1,1,6030,"Akureyri: Efri brekka"
"40251",40251,17437,"Íbúðareign",78,0,2,1,6030,"Akureyri: Efri brekka"
"40252",40252,38920,"Íbúðareign",91.8,1,2,1,351,"Kópavogur: Kórar"
"40253",40253,66702,"Raðhús",208.3,0,6,2,91,"Háaleiti/Skeifa"
"40254",40254,51000,"Íbúðareign",108.8,1,3,1,500,"Garðabær"
"40255",40255,48675,"Íbúðareign",105.5,1,2,1,500,"Garðabær"
"40256",40256,48324,"Íbúðareign",110.1,1,2,1,680,"Hafnarfjörður - Börð"
"40257",40257,63263,"Einbýlishús",135.9,0,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"40258",40258,44693,"Íbúðareign",116.4,1,3,1,351,"Kópavogur: Kórar"
"40259",40259,26058,"Íbúðareign",62.7,0,1,1,281,"Réttarholt"
"40260",40260,31486,"Íbúðareign",59.3,1,1,1,330,"Kópavogur: Hjallar, Smárar"
"40261",40261,47900,"Íbúðareign",103.2,1,2,1,550,"Garðabær: Urriðaholt"
"40262",40262,41286,"Íbúðareign",96.6,0,3,1,320,"Kópavogur: Austurbær"
"40263",40263,81882,"Íbúðareign",131.8,2,2,1,300,"Kópavogur: Vesturbær"
"40264",40264,38494,"Íbúðareign",82.7,0,2,2,100,"Laugarneshverfi/Vogar"
"40265",40265,71077,"Parhús",194.4,0,4,2,330,"Kópavogur: Hjallar, Smárar"
"40266",40266,87225,"Einbýlishús",216.4,0,4,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40267",40267,36908,"Íbúðareign",123.4,0,1,2,320,"Kópavogur: Austurbær"
"40268",40268,37892,"Íbúðareign",82.1,0,2,1,640,"Hafnarfjörður - Ásland"
"40269",40269,50334,"Íbúðareign",149.6,1,3,2,630,"Hafnarfjörður - Vellir"
"40270",40270,28576,"Einbýlishús",140.6,0,4,1,4110,"Ísaafjörður: Nýrri byggð"
"40271",40271,30136,"Íbúðareign",91.1,0,3,1,170,"Neðra-Breiðholt"
"40272",40272,29466,"Íbúðareign",63.7,0,1,1,210,"Ártúnsholt/Höfðar"
"40273",40273,41807,"Raðhús",121.2,0,3,1,8010,"Selfoss"
"40274",40274,99457,"Einbýlishús",213.7,0,5,2,400,"Seltjarnarnes"
"40275",40275,66989,"Íbúðareign",116.4,1,2,1,280,"Fossvogur"
"40276",40276,37448,"Íbúðareign",92.1,0,3,1,100,"Laugarneshverfi/Vogar"
"40277",40277,64118,"Einbýlishús",155.1,0,4,1,600,"Hafnarfjörður"
"40278",40278,40502,"Íbúðareign",96.5,0,3,1,284,"Bústaðahverfi"
"40279",40279,41952,"Íbúðareign",91.7,1,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40280",40280,41931,"Íbúðareign",100.2,0,4,1,330,"Kópavogur: Hjallar, Smárar"
"40281",40281,54432,"Íbúðareign",125.4,0,3,1,351,"Kópavogur: Kórar"
"40282",40282,39959,"Íbúðareign",99.3,0,3,1,640,"Hafnarfjörður - Ásland"
"40283",40283,27357,"Raðhús",88.2,0,2,1,8010,"Selfoss"
"40284",40284,28492,"Einbýlishús",134.9,0,4,1,8120,"Stokkseyri"
"40285",40285,34289,"Parhús",137.5,0,3,1,8010,"Selfoss"
"40286",40286,38183,"Íbúðareign",92.4,0,2,1,100,"Laugarneshverfi/Vogar"
"40287",40287,25183,"Íbúðareign",50.3,0,1,1,100,"Laugarneshverfi/Vogar"
"40288",40288,27469,"Íbúðareign",97.3,0,0,0,8200,"Vestmannaeyjar"
"40289",40289,13900,"Íbúðareign",83.3,0,2,1,8200,"Vestmannaeyjar"
"40290",40290,29979,"Íbúðareign",103.9,0,2,1,3000,"Akranes"
"40291",40291,15640,"Íbúðareign",68.2,0,1,1,3000,"Akranes"
"40292",40292,21540,"Raðhús",89.4,0,2,1,5110,"Sauðárkrókur"
"40293",40293,17032,"Íbúðareign",61.3,0,2,1,5110,"Sauðárkrókur"
"40294",40294,58058,"Raðhús",146.6,0,3,1,520,"Garðabær: Ásar"
"40295",40295,43971,"Íbúðareign",97.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"40296",40296,15840,"Einbýlishús",144.2,0,4,1,7120,"Seyðisfjörður"
"40297",40297,23600,"Íbúðareign",108,0,3,1,2040,"Njarðvík"
"40298",40298,27673,"Íbúðareign",93.5,0,2,1,2040,"Njarðvík"
"40299",40299,31246,"Íbúðareign",130.9,0,3,1,2050,"Keflavík"
"40300",40300,14259,"Íbúðareign",63,0,1,1,2050,"Keflavík"
"40301",40301,19600,"Íbúðareign",92,0,3,1,2040,"Njarðvík"
"40302",40302,47989,"Íbúðareign",119,1,3,1,640,"Hafnarfjörður - Ásland"
"40303",40303,35661,"Íbúðareign",64.5,0,2,1,90,"Holt/Tún"
"40304",40304,38573,"Íbúðareign",61.9,0,2,2,90,"Holt/Tún"
"40305",40305,40493,"Íbúðareign",120.3,1,3,1,630,"Hafnarfjörður - Vellir"
"40306",40306,41364,"Íbúðareign",88.9,1,2,1,351,"Kópavogur: Kórar"
"40307",40307,30373,"Íbúðareign",54.1,0,1,1,320,"Kópavogur: Austurbær"
"40308",40308,37494,"Einbýlishús",159.3,0,4,1,8060,"Reykholt"
"40309",40309,25339,"Raðhús",77.2,0,2,1,8010,"Selfoss"
"40310",40310,41121,"Einbýlishús",141.9,0,3,1,8015,"Ölfushreppur"
"40311",40311,24493,"Raðhús",122.5,0,3,1,8030,"Þorlákshöfn"
"40312",40312,41157,"Íbúðareign",178,0,2,1,2060,"Grindavík"
"40313",40313,35940,"Einbýlishús",125.1,0,4,1,2060,"Grindavík"
"40314",40314,45927,"Íbúðareign",112.4,0,3,1,91,"Háaleiti/Skeifa"
"40315",40315,83898,"Einbýlishús",185.7,0,5,2,500,"Garðabær"
"40316",40316,51684,"Íbúðareign",102.8,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"40317",40317,16493,"Einbýlishús",114.6,0,3,1,7140,"Eskifjörður"
"40318",40318,10934,"Raðhús",103.5,0,3,1,7150,"Reyðarfjörður"
"40319",40319,36283,"Parhús",116.2,0,3,1,8010,"Selfoss"
"40320",40320,23469,"Íbúðareign",72.5,0,1,1,8010,"Selfoss"
"40321",40321,24148,"Íbúðareign",127.7,0,3,1,8030,"Þorlákshöfn"
"40322",40322,51931,"Íbúðareign",106.8,1,2,1,510,"Garðabær: Sjáland"
"40323",40323,38767,"Íbúðareign",85.8,0,2,1,400,"Seltjarnarnes"
"40324",40324,58744,"Íbúðareign",123.7,0,3,1,350,"Kópavogur: Hvörf, Þing"
"40325",40325,32700,"Raðhús",88.4,0,2,1,8010,"Selfoss"
"40326",40326,47133,"Íbúðareign",104.2,1,3,1,270,"Norðlingaholt"
"40327",40327,32298,"Íbúðareign",75.4,0,2,1,160,"Hólar, Berg"
"40328",40328,29480,"Íbúðareign",61.4,0,1,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40329",40329,55385,"Parhús",130.5,0,4,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"40330",40330,38479,"Íbúðareign",93.3,0,2,1,600,"Hafnarfjörður"
"40331",40331,43173,"Íbúðareign",106.2,0,2,2,80,"Hlíðar"
"40332",40332,23484,"Íbúðareign",50.7,0,1,1,161,"Fell"
"40333",40333,37482,"Íbúðareign",83.7,0,2,1,100,"Laugarneshverfi/Vogar"
"40334",40334,70872,"Einbýlishús",98.1,0,3,2,75,"Skerjafjörður"
